0.25508,0.17044,0.15297,0.15028,0.15025
0.04093,0.02580,0.02431,0.02375,0.02440
0.02880,0.01040,0.00876,0.00843,0.00886
0.33436,0.26509,0.24495,0.24192,0.28438
0.33677,0.28444,0.27623,0.27869,0.29590
0.03938,0.03324,0.03227,0.03188,0.03168
0.28045,0.24043,0.23605,0.23609,0.27460
0.66099,0.55605,0.51953,0.49710,0.48689
