0.01377,0.01285,0.01251,0.01260,0.01280
0.03484,0.02714,0.02688,0.02685,0.02694
0.03757,0.02566,0.02508,0.02548,0.02852
0.00896,0.00634,0.00566,0.00644,0.01154
0.39560,0.33694,0.32843,0.33229,0.35028
0.06683,0.06085,0.06012,0.05989,0.05989
0.29234,0.26776,0.26504,0.26759,0.29798
0.41963,0.37800,0.36402,0.34678,0.33728
