0.46126,0.23696,0.08294,0.05642,0.04145
0.10357,0.01403,0.00859,0.00717,0.00583
0.03468,0.01390,0.00650,0.00511,0.00506
0.55544,0.27024,0.21089,0.17422,0.15992
0.68681,0.37567,0.21337,0.11990,0.07629
0.16252,0.00534,0.00038,0.00003,0.00018
0.65076,0.26451,0.15773,0.10801,0.08661
0.96568,0.69250,0.47471,0.34025,0.24743
